V1	V2.x	V3	V4	V5	grp	DUP
NC_021694.1	Gnomon	exon	1413640	1413809	486	NO
NC_021694.1	Gnomon	intron	1413810	1414178	487	NO
NC_021694.1	Gnomon	exon	1414179	1414269	488	NO
NC_021694.1	Gnomon	intron	1414270	1414375	489	NO
NC_021694.1	Gnomon	exon	1414376	1414511	490	NO
NC_021694.1	Gnomon	intron	1414512	1415265	491	NO
NC_021694.1	Gnomon	exon	1415266	1415314	492	NO
NC_021694.1	Gnomon	intron	1415315	1415597	493	NO
NC_021694.1	Gnomon	exon	1415598	1415764	494	NO
NC_021694.1	Gnomon	intron	1415765	1416205	495	NO
NC_021694.1	Gnomon	exon	1416206	1416941	496	NO
NC_021696.1	Gnomon	non_coding	1416942	1556256	NA	NA
NC_021694.1	Gnomon	exon	1556257	1556388	498	NO
NC_021694.1	Gnomon	intron	1556389	1557528	499	NO
NC_021694.1	Gnomon	exon	1557529	1557638	500	NO
NC_021694.1	Gnomon	intron	1557639	1693463	501	NO
NC_021694.1	Gnomon	exon	1693464	1693535	502	NO
NC_021694.1	Gnomon	intron	1693536	1745345	503	NO
NC_021694.1	Gnomon	exon	1745346	1745440	504	NO
NC_021694.1	Gnomon	intron	1745441	1778625	505	NO
NC_021694.1	Gnomon	exon	1778626	1784300	506	NO
NC_021694.1	Gnomon	intron	1784301	1790574	507	NO
NC_021694.1	Gnomon	exon	1790575	1790720	508	NO
NC_021694.1	Gnomon	intron	1790721	1830609	509	NO
NC_021694.1	Gnomon	exon	1830610	1830785	510	NO
NC_021694.1	Gnomon	intron	1830786	1839313	511	NO
NC_021694.1	Gnomon	exon	1839314	1839412	512	NO
NC_021694.1	Gnomon	intron	1839413	1850314	513	NO
NC_021694.1	Gnomon	exon	1850315	1850610	514	NO
NC_021694.1	Gnomon	intron	1850611	1850945	515	NO
NC_021694.1	Gnomon	exon	1850946	1850970	516	NO
NC_021694.1	Gnomon	intron	1850971	1851005	517	NO
NC_021694.1	Gnomon	exon	1851006	1852078	518	NO
NC_021694.1	Gnomon	intron	1852079	1854712	519	NO
NC_021694.1	Gnomon	exon	1854713	1854965	520	NO
NC_021694.1	Gnomon	intron	1854966	1871631	521	NO
NC_021694.1	Gnomon	exon	1871632	1871647	522	NO
NC_021694.1	Gnomon	intron	1871648	1876993	523	NO
NC_021694.1	Gnomon	exon	1876994	1877096	524	NO
NC_021696.1	Gnomon	non_coding	1877097	1917224	NA	NA
